booking_id,passenger_key,flight_id,booking_date,status,seat_number,passport_number,emergency_contact_phone,payment_amount,payment_method,is_amount_imputed,payment_attempt_count,payment_status
B1183,P1618,UK076,2025-06-22 11:37:36.951,CANCELLED,8C,K*****32,MASKED-8652,,,,,NO_PAYMENT_RECORD
B1184,P1108,6F232,2025-08-01 11:37:36.951,PENDING,28E,G*****83,MASKED-6490,,,,,NO_PAYMENT_RECORD
B1185,P1371,SJ228,2025-08-16 11:37:36.951,CANCELLED,25E,D*****96,MASKED-6542,13080.31,CARD,False,1.0,PAYMENT_RECORDED
B1186,P1356,SJ074,2026-04-04 11:37:36.951,CONFIRMED,1B,T*****62,MASKED-4213,,,,,NO_PAYMENT_RECORD
B1187,P1180,UK229,2025-08-04 11:37:36.951,PENDING,7F,F*****32,MASKED-5908,6625.76,NETBANKING,False,1.0,PAYMENT_RECORDED
B1188,P1355,AI208,2026-04-04 11:37:36.951,CONFIRMED,6A,C*****49,MASKED-9782,,,,,NO_PAYMENT_RECORD
B1189,P1675,AI019,2025-11-23 11:37:36.951,CONFIRMED,14F,A*****72,MASKED-8556,,,,,NO_PAYMENT_RECORD
B1190,P1067,6F029,2025-05-23 11:37:36.951,PENDING,12B,A*****17,MASKED-1523,,,,,NO_PAYMENT_RECORD
B1191,P1291,6F018,2025-04-27 11:37:36.951,CONFIRMED,25B,R*****72,MASKED-2358,,,,,NO_PAYMENT_RECORD
B1192,P1691,AI059,2025-06-23 11:37:36.951,CANCELLED,7D,E*****83,MASKED-5924,7723.56,UPI,True,1.0,PAYMENT_RECORDED
B1193,P1180,AI159,2025-05-22 11:37:36.951,PENDING,13D,F*****73,MASKED-0978,,,,,NO_PAYMENT_RECORD
B1194,P1465,6F091,2025-07-11 11:37:36.951,CONFIRMED,14F,Z*****22,MASKED-6626,,,,,NO_PAYMENT_RECORD
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,10B,D*****38,MASKED-6166,6019.11,CARD,False,2.0,PAYMENT_RECORDED
B1196,P1463,UK170,2026-01-15 11:37:36.951,CANCELLED,20C,Z*****58,MASKED-4596,,,,,NO_PAYMENT_RECORD
B1197,P1680,UK212,2025-05-19 11:37:36.951,CONFIRMED,2E,T*****43,MASKED-7338,8876.86,CARD,False,1.0,PAYMENT_RECORDED
B1198,P1913,SJ022,2025-06-16 11:37:36.951,INVALID,29A,J*****79,MASKED-2983,1830.32,CARD,False,1.0,PAYMENT_RECORDED
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,30E,F*****39,MASKED-7632,1198.83,CARD,False,2.0,PAYMENT_RECORDED
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,16B,D*****88,MASKED-8921,6711.92,NETBANKING,False,3.0,PAYMENT_RECORDED
B1201,P1020,UK206,2026-02-01 11:37:36.951,CANCELLED,3A,D*****32,MASKED-4055,7338.75,CARD,False,1.0,PAYMENT_RECORDED
B1202,P1611,UK079,2025-04-29 11:37:36.951,CANCELLED,29C,W*****89,MASKED-6263,1973.12,UPI,False,1.0,PAYMENT_RECORDED
B1203,P1383,UK040,2025-06-21 11:37:36.951,CONFIRMED,3B,M*****60,MASKED-0009,12774.63,NETBANKING,False,1.0,PAYMENT_RECORDED
B1204,P1811,AI034,2025-07-25 11:37:36.951,CONFIRMED,30A,K*****51,MASKED-2075,14106.07,CARD,False,1.0,PAYMENT_RECORDED
B1205,P1614,UK034,2025-10-18 11:37:36.951,CONFIRMED,23F,F*****92,MASKED-4339,10452.65,UPI,False,1.0,PAYMENT_RECORDED
B1206,P1558,AI088,2025-07-02 11:37:36.951,CONFIRMED,13A,K*****09,MASKED-2395,,,,,NO_PAYMENT_RECORD
B1207,P1038,AI128,2025-06-11 11:37:36.951,PENDING,26A,C*****12,MASKED-6415,10823.99,CARD,False,1.0,PAYMENT_RECORDED
B1208,P1284,SJ052,2025-07-22 11:37:36.951,INVALID,9A,E*****67,MASKED-2858,12966.45,CARD,False,2.0,PAYMENT_RECORDED
B1209,P1821,AI233,2025-12-15 11:37:36.951,PENDING,3A,C*****22,MASKED-6064,10307.2,NETBANKING,False,1.0,PAYMENT_RECORDED
B1210,P1601,AI012,2026-01-20 11:37:36.951,PENDING,3C,E*****93,MASKED-4358,,,,,NO_PAYMENT_RECORD
B1211,P1596,AI084,2025-07-07 11:37:36.951,CONFIRMED,34A,N*****74,MASKED-5378,,,,,NO_PAYMENT_RECORD
B1212,P1784,6F126,2025-07-08 11:37:36.951,PENDING,34B,K*****86,MASKED-6819,8421.62,NETBANKING,False,1.0,PAYMENT_RECORDED
B1213,P1335,SJ061,2025-06-16 11:37:36.951,CONFIRMED,2E,X*****62,MASKED-1107,,,,,NO_PAYMENT_RECORD
B1214,P1187,UK194,2025-08-14 11:37:36.951,UNKNOWN,23B,M*****99,MASKED-9571,,,,,NO_PAYMENT_RECORD
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,28C,A*****43,MASKED-3317,2886.02,NETBANKING,False,2.0,PAYMENT_RECORDED
B1216,P1242,6F238,2025-12-09 11:37:36.951,CONFIRMED,10A,M*****41,MASKED-5129,5236.29,NETBANKING,False,3.0,PAYMENT_RECORDED
B1217,P1072,6F092,2026-03-19 11:37:36.951,CANCELLED,32C,B*****73,MASKED-8927,,,,,NO_PAYMENT_RECORD
B1218,P1478,AI213,2025-11-13 11:37:36.951,PENDING,2D,Y*****69,MASKED-3132,,,,,NO_PAYMENT_RECORD
B1219,P1973,UK193,2026-02-15 11:37:36.951,CANCELLED,1B,E*****42,MASKED-0964,,,,,NO_PAYMENT_RECORD
B1220,P1560,6F178,2026-04-04 11:37:36.951,PENDING,29C,H*****67,MASKED-2559,11075.72,UPI,False,1.0,PAYMENT_RECORDED
B1221,P1100,AI158,2026-03-06 11:37:36.951,CONFIRMED,19D,K*****55,MASKED-5218,5138.43,UPI,False,2.0,PAYMENT_RECORDED
B1222,P1513,UK208,2026-03-30 11:37:36.951,PENDING,8A,J*****60,MASKED-5907,,,,,NO_PAYMENT_RECORD
B1223,P1755,6F056,2026-04-09 11:37:36.951,UNKNOWN,15A,D*****68,MASKED-4660,1794.08,UPI,False,1.0,PAYMENT_RECORDED
B1224,P1175,UK185,2025-10-26 11:37:36.951,CONFIRMED,1E,J*****08,MASKED-9317,,,,,NO_PAYMENT_RECORD
B1225,P1237,AI163,2026-01-13 11:37:36.951,PENDING,4D,M*****15,MASKED-1229,3894.65,CARD,False,2.0,PAYMENT_RECORDED
B1226,P1909,AI112,2025-08-23 11:37:36.951,CONFIRMED,15C,V*****07,MASKED-3124,8968.11,NETBANKING,False,1.0,PAYMENT_RECORDED
B1227,P1058,AI227,2025-10-23 11:37:36.951,CANCELLED,12A,K*****36,MASKED-8218,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,29D,A*****85,MASKED-2235,7087.22,UPI,False,2.0,PAYMENT_RECORDED
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,13F,J*****05,MASKED-1227,,,,,NO_PAYMENT_RECORD
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,6C,N*****62,MASKED-2051,4531.77,CARD,False,1.0,PAYMENT_RECORDED
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,27D,H*****46,MASKED-5590,5009.12,UPI,False,2.0,PAYMENT_RECORDED
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,32F,L*****79,MASKED-1252,,,,,NO_PAYMENT_RECORD
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,5F,J*****88,MASKED-9119,1617.29,NETBANKING,False,1.0,PAYMENT_RECORDED
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,33A,A*****04,MASKED-4349,7984.22,CARD,False,1.0,PAYMENT_RECORDED
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,13D,Y*****31,MASKED-0345,1236.74,CARD,False,2.0,PAYMENT_RECORDED
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,25A,D*****16,MASKED-2732,,,,,NO_PAYMENT_RECORD
B1237,P1754,AI047,2025-11-16 11:37:36.951,UNKNOWN,15B,T*****43,MASKED-1042,,,,,NO_PAYMENT_RECORD
B1238,P1296,SJ186,2025-10-20 11:37:36.951,UNKNOWN,8E,F*****99,MASKED-4048,3231.46,UPI,False,1.0,PAYMENT_RECORDED
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,30A,A*****03,MASKED-8284,8821.9,UPI,False,1.0,PAYMENT_RECORDED
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,17A,W*****20,MASKED-5606,12241.53,UPI,False,1.0,PAYMENT_RECORDED
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,10A,M*****97,MASKED-1868,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,26C,A*****01,MASKED-3494,,,,,NO_PAYMENT_RECORD
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,29E,E*****83,MASKED-2271,,,,,NO_PAYMENT_RECORD
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,27D,A*****80,MASKED-5439,4953.56,CARD,False,1.0,PAYMENT_RECORDED
B1245,P1139,6F201,2026-04-17 11:37:36.951,UNKNOWN,26A,C*****49,MASKED-9724,3162.91,CARD,False,1.0,PAYMENT_RECORDED
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,33B,V*****68,MASKED-7156,11516.06,CARD,False,1.0,PAYMENT_RECORDED
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,15F,N*****95,MASKED-4867,7658.69,CARD,False,1.0,PAYMENT_RECORDED
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,16B,C*****07,MASKED-8805,,,,,NO_PAYMENT_RECORD
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,26B,W*****17,MASKED-3294,3055.22,NETBANKING,False,2.0,PAYMENT_RECORDED
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,16F,B*****68,MASKED-9472,6497.92,NETBANKING,False,1.0,PAYMENT_RECORDED
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,29A,P*****21,MASKED-0000,6952.65,UPI,False,1.0,PAYMENT_RECORDED
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,27C,L*****93,MASKED-8619,1480.08,CARD,False,1.0,PAYMENT_RECORDED
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,15E,V*****88,MASKED-2911,14029.28,NETBANKING,False,2.0,PAYMENT_RECORDED
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,5D,E*****79,MASKED-7840,7723.56,UPI,True,1.0,PAYMENT_RECORDED
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,23F,C*****93,MASKED-1946,1412.67,CARD,False,1.0,PAYMENT_RECORDED
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,22B,G*****60,MASKED-0072,2040.64,NETBANKING,False,1.0,PAYMENT_RECORDED
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,11C,J*****50,MASKED-7961,13028.65,NETBANKING,False,1.0,PAYMENT_RECORDED
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,21F,K*****16,MASKED-9118,,,,,NO_PAYMENT_RECORD
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,31F,K*****17,MASKED-8041,12805.67,CARD,False,1.0,PAYMENT_RECORDED
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,1D,V*****80,MASKED-9063,4716.99,NETBANKING,False,3.0,PAYMENT_RECORDED
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,34A,W*****46,MASKED-0909,,,,,NO_PAYMENT_RECORD
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,16F,Y*****69,MASKED-8944,6722.37,UPI,False,2.0,PAYMENT_RECORDED
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,6C,Y*****94,MASKED-8359,10997.85,UPI,False,2.0,PAYMENT_RECORDED
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,12A,J*****29,MASKED-0179,4662.75,UPI,False,2.0,PAYMENT_RECORDED
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,28F,H*****71,MASKED-3723,,,,,NO_PAYMENT_RECORD
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,27F,Y*****53,MASKED-3106,14431.32,UPI,False,1.0,PAYMENT_RECORDED
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,32A,V*****06,MASKED-0019,14150.69,UPI,False,2.0,PAYMENT_RECORDED
B1268,P1657,AI102,2026-01-16 11:37:36.951,INVALID,12A,Y*****94,MASKED-7177,13289.27,CARD,False,1.0,PAYMENT_RECORDED
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,4C,N*****76,MASKED-0807,14606.94,CARD,False,2.0,PAYMENT_RECORDED
B1270,P1573,SJ017,2025-06-02 11:37:36.951,UNKNOWN,22E,F*****77,MASKED-2228,,,,,NO_PAYMENT_RECORD
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,28B,R*****90,MASKED-3662,12211.33,NETBANKING,False,1.0,PAYMENT_RECORDED
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,19A,M*****65,MASKED-8311,10043.5,CARD,False,4.0,PAYMENT_RECORDED
B1273,P1892,AI150,2025-06-05 11:37:36.951,UNKNOWN,28B,Z*****00,MASKED-6375,3873.81,CARD,False,2.0,PAYMENT_RECORDED
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,20D,F*****77,MASKED-3571,8582.34,NETBANKING,False,1.0,PAYMENT_RECORDED
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,18F,L*****12,MASKED-6536,,,,,NO_PAYMENT_RECORD
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,1A,M*****00,MASKED-9840,9396.07,UPI,False,1.0,PAYMENT_RECORDED
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,12E,V*****31,MASKED-6223,,,,,NO_PAYMENT_RECORD
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,5B,A*****26,MASKED-3565,,,,,NO_PAYMENT_RECORD
B1279,P1631,6F019,2025-05-10 11:37:36.951,UNKNOWN,28C,B*****53,MASKED-4052,5467.05,UPI,False,1.0,PAYMENT_RECORDED
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,33B,W*****54,MASKED-9514,,,,,NO_PAYMENT_RECORD
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,4A,D*****54,MASKED-9374,4413.8,CARD,False,1.0,PAYMENT_RECORDED
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,8B,K*****31,MASKED-2151,,,,,NO_PAYMENT_RECORD
B1283,P1860,AI103,2025-05-08 11:37:36.951,INVALID,29D,R*****17,MASKED-7808,7236.69,CARD,False,2.0,PAYMENT_RECORDED
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,25F,K*****88,MASKED-0070,8516.93,CARD,False,2.0,PAYMENT_RECORDED
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,25B,C*****19,MASKED-8913,1207.32,NETBANKING,False,1.0,PAYMENT_RECORDED
B1286,P1753,6F010,2025-09-25 11:37:36.951,INVALID,33B,L*****58,MASKED-3362,,,,,NO_PAYMENT_RECORD
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,5F,H*****18,MASKED-7930,7693.36,CARD,False,2.0,PAYMENT_RECORDED
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,18C,T*****52,MASKED-4865,8140.84,NETBANKING,False,2.0,PAYMENT_RECORDED
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,24F,M*****38,MASKED-7017,12016.99,NETBANKING,False,2.0,PAYMENT_RECORDED
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,16F,Y*****05,MASKED-9769,13471.57,UPI,False,1.0,PAYMENT_RECORDED
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,28E,W*****69,MASKED-7572,4129.39,NETBANKING,False,1.0,PAYMENT_RECORDED
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,7C,Y*****27,MASKED-3679,8321.74,UPI,False,2.0,PAYMENT_RECORDED
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,25F,E*****98,MASKED-6545,6227.3,NETBANKING,False,1.0,PAYMENT_RECORDED
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,34B,J*****72,MASKED-9502,,,,,NO_PAYMENT_RECORD
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,14B,D*****62,MASKED-2053,,,,,NO_PAYMENT_RECORD
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,1B,X*****01,MASKED-7733,,,,,NO_PAYMENT_RECORD
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,8A,A*****66,MASKED-8361,,,,,NO_PAYMENT_RECORD
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,6C,Z*****08,MASKED-2809,,,,,NO_PAYMENT_RECORD
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,16F,N*****45,MASKED-3217,8842.93,CARD,False,1.0,PAYMENT_RECORDED
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,21C,V*****23,MASKED-3521,,,,,NO_PAYMENT_RECORD
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,12A,L*****76,MASKED-4069,14671.03,UPI,False,1.0,PAYMENT_RECORDED
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,3D,J*****50,MASKED-4089,9282.39,UPI,False,3.0,PAYMENT_RECORDED
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,20A,N*****65,MASKED-9768,13806.55,NETBANKING,False,2.0,PAYMENT_RECORDED
B1304,P1254,6F022,2025-12-13 11:37:36.951,INVALID,18E,H*****16,MASKED-1700,,,,,NO_PAYMENT_RECORD
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,13C,V*****66,MASKED-9203,13844.39,NETBANKING,False,1.0,PAYMENT_RECORDED
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,30A,W*****69,MASKED-1450,9753.04,NETBANKING,False,1.0,PAYMENT_RECORDED
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,32E,P*****78,MASKED-2614,13498.4,CARD,False,2.0,PAYMENT_RECORDED
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,30D,A*****71,MASKED-2287,12097.48,UPI,False,2.0,PAYMENT_RECORDED
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,30F,Y*****65,MASKED-2677,,,,,NO_PAYMENT_RECORD
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,5D,A*****52,MASKED-3222,7370.22,UPI,False,1.0,PAYMENT_RECORDED
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,9D,V*****41,MASKED-4288,,,,,NO_PAYMENT_RECORD
B1312,P1707,AI015,2026-03-29 11:37:36.951,UNKNOWN,6E,Y*****24,MASKED-0241,,,,,NO_PAYMENT_RECORD
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,33E,P*****75,MASKED-9760,,,,,NO_PAYMENT_RECORD
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,19C,B*****85,MASKED-8284,7529.51,CARD,False,2.0,PAYMENT_RECORDED
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,9C,B*****92,MASKED-7462,,,,,NO_PAYMENT_RECORD
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,27C,A*****35,MASKED-2068,11302.63,UPI,False,1.0,PAYMENT_RECORDED
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,F*****82,MASKED-9773,13045.18,CARD,False,3.0,PAYMENT_RECORDED
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,29B,B*****24,MASKED-7023,4594.77,UPI,False,1.0,PAYMENT_RECORDED
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,4C,P*****71,MASKED-1758,5359.26,UPI,False,1.0,PAYMENT_RECORDED
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,6C,D*****71,MASKED-1202,9370.75,CARD,False,2.0,PAYMENT_RECORDED
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,13A,C*****92,MASKED-1866,,,,,NO_PAYMENT_RECORD
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,6E,C*****74,MASKED-0643,,,,,NO_PAYMENT_RECORD
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,14D,L*****76,MASKED-2487,,,,,NO_PAYMENT_RECORD
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,33B,Y*****19,MASKED-4040,8025.265,CARD,True,2.0,PAYMENT_RECORDED
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,3B,K*****45,MASKED-9747,4503.45,UPI,False,1.0,PAYMENT_RECORDED
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,14F,W*****74,MASKED-8283,,,,,NO_PAYMENT_RECORD
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,26C,J*****80,MASKED-7662,13822.99,UPI,False,1.0,PAYMENT_RECORDED
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,33B,P*****44,MASKED-9958,,,,,NO_PAYMENT_RECORD
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,22C,L*****80,MASKED-9243,6401.38,UPI,False,1.0,PAYMENT_RECORDED
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,23A,R*****95,MASKED-6256,,,,,NO_PAYMENT_RECORD
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,22C,F*****08,MASKED-9583,7131.5,NETBANKING,False,1.0,PAYMENT_RECORDED
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,7D,T*****11,MASKED-2108,4183.32,NETBANKING,False,1.0,PAYMENT_RECORDED
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,12B,Y*****60,MASKED-1145,2372.08,NETBANKING,False,2.0,PAYMENT_RECORDED
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,6F,Y*****20,MASKED-9658,,,,,NO_PAYMENT_RECORD
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,4A,R*****26,MASKED-8680,,,,,NO_PAYMENT_RECORD
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,22A,L*****79,MASKED-3059,,,,,NO_PAYMENT_RECORD
B1337,P1028,6F246,2025-10-20 11:37:36.951,INVALID,4C,B*****79,MASKED-6646,,,,,NO_PAYMENT_RECORD
B1338,P1642,6F014,2026-02-21 11:37:36.951,CANCELLED,14C,A*****49,MASKED-2453,,,,,NO_PAYMENT_RECORD
B1339,P1473,AI237,2025-09-17 11:37:36.951,CANCELLED,28A,X*****03,MASKED-9137,,,,,NO_PAYMENT_RECORD
B1340,P1696,6F003,2025-12-14 11:37:36.951,CANCELLED,12E,C*****59,MASKED-0823,,,,,NO_PAYMENT_RECORD
B1341,P1252,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,H*****56,MASKED-1075,8158.17,NETBANKING,True,2.0,PAYMENT_RECORDED
B1342,P1797,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,T*****96,MASKED-1209,8765.79,NETBANKING,False,3.0,PAYMENT_RECORDED
B1343,P1904,SJ163,2026-03-08 11:37:36.951,CONFIRMED,9F,R*****84,MASKED-5104,,,,,NO_PAYMENT_RECORD
B1344,P1921,SJ243,2026-03-28 11:37:36.951,CONFIRMED,1D,G*****30,MASKED-5145,,,,,NO_PAYMENT_RECORD
B1345,P1385,UK113,2025-06-06 11:37:36.951,CANCELLED,1A,N*****25,MASKED-7922,,,,,NO_PAYMENT_RECORD
B1346,P1061,AI071,2025-06-07 11:37:36.951,PENDING,30E,N*****41,MASKED-1806,,,,,NO_PAYMENT_RECORD
B1347,P1514,6F271,2026-02-07 11:37:36.951,PENDING,22A,X*****34,MASKED-6679,12000.54,CARD,False,1.0,PAYMENT_RECORDED
B1348,P1429,SJ015,2025-06-05 11:37:36.951,CANCELLED,27E,B*****30,MASKED-3196,,,,,NO_PAYMENT_RECORD
B1349,P1579,UK047,2025-11-19 11:37:36.951,CANCELLED,9E,A*****73,MASKED-4833,11101.75,CARD,False,1.0,PAYMENT_RECORDED
B1350,P1536,UK020,2026-02-04 11:37:36.951,PENDING,12A,L*****75,MASKED-8891,8540.17,CARD,False,3.0,PAYMENT_RECORDED
B1351,P1690,AI122,2025-09-03 11:37:36.951,PENDING,27F,X*****33,MASKED-6783,14687.44,UPI,False,1.0,PAYMENT_RECORDED
B1352,P1140,UK223,2025-10-20 11:37:36.951,CANCELLED,17D,A*****21,MASKED-2884,10103.51,UPI,False,2.0,PAYMENT_RECORDED
B1353,P1742,6F148,2025-09-19 11:37:36.951,CANCELLED,15F,Y*****52,MASKED-4844,,,,,NO_PAYMENT_RECORD
B1354,P1299,SJ162,2025-12-14 11:37:36.951,CONFIRMED,34A,G*****15,MASKED-9213,10023.88,UPI,False,1.0,PAYMENT_RECORDED
B1355,P1674,6F127,2026-03-30 11:37:36.951,CONFIRMED,28B,A*****18,MASKED-1313,8877.37,CARD,False,2.0,PAYMENT_RECORDED
B1356,P1310,AI173,2025-11-10 11:37:36.951,PENDING,11F,W*****77,MASKED-8460,,,,,NO_PAYMENT_RECORD
B1357,P1470,6F065,2026-02-05 11:37:36.951,UNKNOWN,14A,W*****78,MASKED-9923,6983.72,UPI,False,1.0,PAYMENT_RECORDED
B1358,P1392,AI053,2025-06-22 11:37:36.951,PENDING,20A,E*****45,MASKED-0560,,,,,NO_PAYMENT_RECORD
B1359,P1641,AI241,2025-10-22 11:37:36.951,CONFIRMED,14E,E*****28,MASKED-8471,9519.49,UPI,False,4.0,PAYMENT_RECORDED
B1360,P1444,AI105,2025-06-15 11:37:36.951,UNKNOWN,18D,E*****14,MASKED-2317,,,,,NO_PAYMENT_RECORD
B1361,P1757,AI110,2025-08-24 11:37:36.951,PENDING,13F,G*****59,MASKED-3821,5339.72,UPI,False,1.0,PAYMENT_RECORDED
B1362,P1808,AI252,2025-10-22 11:37:36.951,CONFIRMED,15B,E*****42,MASKED-7951,,,,,NO_PAYMENT_RECORD
B1363,P1171,AI149,2025-12-14 11:37:36.951,CANCELLED,3B,R*****53,MASKED-7515,8554.62,NETBANKING,False,1.0,PAYMENT_RECORDED
B1364,P1575,AI224,2025-09-09 11:37:36.951,PENDING,23F,L*****00,MASKED-8079,1147.36,NETBANKING,False,3.0,PAYMENT_RECORDED
B1365,P1030,UK158,2025-07-03 11:37:36.951,CANCELLED,15B,R*****19,MASKED-0703,,,,,NO_PAYMENT_RECORD
B1366,P1046,6F125,2025-05-05 11:37:36.951,CANCELLED,25E,A*****74,MASKED-5252,,,,,NO_PAYMENT_RECORD
B1367,P1129,UK164,2025-12-14 11:37:36.951,CONFIRMED,18A,X*****38,MASKED-0157,7723.56,UPI,True,2.0,PAYMENT_RECORDED
